Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752979926.41,1695122173.91,1930081168.83,1698717504.66,1170782957.37,1288429391.80,1480673594.06,1661818168.42,1980907434.77,2598249555.90,2988348836.47,3408244549.20,4401189466.14,6054849884.53,5439422031.40,6974960345.37,8414360656.30,8709165249.27,9496684701.43,9510219299.50,7745231660.33,8071480540.86,9669759987.03,11456728401.31,11970233939.88,11915547262.66
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,704033525.41,823634464.91,1015365145.30,1211141231.12,1131788191.51,1142393554.52,1078408829.62,1090276947.26,1040557089.34,1076121094.38,1462900255.45,1880852914.23,2134517067.65,2181930254.82,2653480001.35,2856890680.60,3224267547.81,3263368410.02,3558137040.38,4040345933.29,4421943910.50,4187367601.73,4169664285.39,4343710332.81,4663313620.02,4613630622.78,4841310239.64,5816553826.86,6578844486.06,6488750452.60,7028803365.70,8150138757.16,9990370016.31,9128843109.16,10003670690.35,11518393367.24,11668685524.13,12129642296.44,12803445933.59,11692287066.38,12232463655.57,13259351418.45,14181951058.51,14045808843.22,10920606197.69
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582729.43,333975338.83,357635713.88,371767002.66,392247517.60,416926302.96,432794922.46,449826323.00,453980096.65,471635620.92,469266736.61,501866730.72,585427545.72,647199482.83,652532796.07,864602103.30,866044961.05,935360466.35,1113920122.61,1004316495.11,1033002401.83,876937559.73,834369860.43,832415805.96,919103735.32,1033069710.00,1067828247.24,1163426850.65,1482597298.89,1433686309.84,1738605558.05,1877138041.64,1881847676.81,1463251055.40,1179837954.72,1445919969.89,1607345450.05,1544689502.82,1744794457.28,1534673583.25,1388506726.62,1710843360.65,1997005786.54,2742815194.55,4422855929.21,6649307057.03,7428701809.41,8650138068.63,10393834720.85,9290728773.36,10668102734.81,12172309522.62,12367363677.62,12953535495.88,13940768065.61,10950392219.91,10097778353.77,10000395242.15,11239167048.49,11314951342.78,10829076801.73
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2422096074.58,2249854740.00,2118741468.84,2297400687.57,1951229617.58,1608219310.32,1809073861.75,2300105497.13,2495059627.44,2535113565.49,2789944497.96,2996885561.15,3429538534.36,3251230620.93,3666501464.46,3978497753.03,3989208661.88,4154955685.76,3873098656.01,3868541599.15,3922247989.86,3557333364.31,3349184760.03,4926471294.30,6609198832.76,7248394160.36,8001779551.06,8839526451.58,8607475308.12,8938868165.39,11431334447.43,12523402328.77,13042007432.45,12043276397.17,12435416060.28,11335179562.02,10721994676.66,12895153160.47,13682062249.22,12496781719.78,10619194505.35
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119000024.00,122000016.00,125000008.00,128000000.00,129999994.00,148799980.00,124525702.86,159560018.00,172200018.00,188700037.00,219900006.00,222952578.20,246457838.34,290746157.15,308458423.18,571863295.74,637754162.10,746650558.55,905709147.27,1109346220.53,1254765349.93,1407062607.63,1407242640.23,1479688125.89,1587412957.22,1715625839.18,1944711061.31,2157434025.16,2395493877.51,2405021932.90,2550185618.15,1911600969.77,2029026704.03,1971525998.88,753636370.45,1293535010.94,1382334879.41,1851558301.70,1989343495.22,2155659412.61,2067528500.41,1965444514.90,1964779920.79,2137093489.32,2375281626.60,2932213574.71,3317951468.37,4068065928.64,5177015141.48,5671332137.80,6121234528.99,6881038269.62,7650300319.83,7815599502.66,8241332516.55,8539048447.78,8690485823.15,9253098954.28,9640280084.20,10355974217.37,10333991455.54
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.57,151675739.16,166521239.86,172233430.87,185693724.85,198318063.86,220613582.37,237397428.34,251247458.01,265040036.06,274960699.86,322128019.32,410669262.90,541973362.48,585364635.35,767102679.02,754549600.55,765224030.64,878771771.29,1198749665.95,1705796849.55,1993512325.92,2160640566.54,2097274289.62,2193581366.41,2160872541.42,1849268214.68,2297753649.28,2212536313.33,2389593021.95,2798746050.58,2724853592.73,2933222714.12,2684323424.07,1769365425.04,2116003977.98,2540697688.06,2322718991.26,1949481296.61,2353909563.94,3227927593.04,2796704577.31,3034251042.07,3503723244.84,4656975222.72,6647357442.09,8065134528.27,8771102025.01,11602893043.03,9684321633.22,13135580695.25,15634897272.76,17693924573.25,17953617927.24,17889079957.88,11885478502.12,10215989995.01,11090177747.13,13670036996.00,12750339022.95,10187122341.41
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.45,10840095.13,12712471.40,64748333.33,69110000.00,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.39,103653049.94,103987520.08,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.29,88265974.58,112119406.55,110906032.08,134707184.36,136047896.16,100807001.81,141853368.26,232463036.44,442337849.47,370687618.72,621117885.67,1045998496.44,1461139022.03,1806742742.27,2484745935.09,4410764338.67,8217369092.65,10086528698.86,13071718758.74,19749893536.32,15027795173.22,16314443428.94,21357343681.90,22388344123.99,21948834290.35,21765453087.48,13185496881.41,11240808846.69,12200913887.64,13097012189.40,11417278044.99,10021856754.49
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,169803921.57,190098039.22,212254901.96,237745098.04,266666666.67,300392156.86,340000000.00,390196078.43,444901960.78,528137254.90,538423153.69,573400000.00,590900000.00,670900000.00,632400000.00,596200000.00,642100000.00,713000000.00,832400000.00,1139800100.00,1335300000.00,1426500000.00,1578300000.00,1732800000.00,2041100000.00,2320699900.00,2472500000.00,2713999900.00,2817900000.00,3062000000.00,3166000000.00,3111160000.00,3109000000.00,3092000000.00,3259000000.00,3429000000.00,3609000000.00,6332360000.00,6833220000.00,7683870000.00,8076470000.00,8317830000.00,8881160000.00,8870090000.00,9055290000.00,9836200000.00,10167250000.00,10618340000.00,10526000000.00,9981960000.00,10095760000.00,10070450000.00,10720500000.00,10494600000.00,11142900000.00,11890600000.00,11992600000.00,12359700000.00,12837800000.00,13164400000.00,9907500000.00
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,437436098.41,525610642.05,716678424.46,1018218313.53,1137259249.81,1140381089.78,1189782612.98,1379853107.67,1690559785.14,1962189905.09,2021557593.33,1973920736.91,1877396881.21,1978081591.25,1873093013.47,2042954232.16,1985439150.82,2031693443.37,2100007041.01,2351149203.55,2500506858.12,2742975773.98,2907993100.15,3426022249.73,3716833627.37,3978702321.32,3985636450.97,3413029075.30,3754359623.44,3444921969.81,3395627477.45,3564053883.49,4178053088.64,4818328915.50,5329582223.84,5613654072.55,6192507725.48,6609313729.22,5916221065.03,6566818383.30,7713181064.08,8186804963.32,8498136739.25,9226234550.80,9019345253.78,9456355295.65,10212037558.41,10656209172.64,10641343380.15,9530487871.91
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395852.12,1352000000.00,2156666666.67,1644325581.40,1518796992.48,1231040564.37,1043654822.34,921572114.53,1320242080.87,1086605267.41,860521119.30,1080768906.50,1221120798.81,1555301496.05,2076182460.87,2312327536.42,2830220713.07,3719506172.84,5161337336.40,4979481980.35,5642178579.58,6522732202.51,7633049792.09,8448469837.54,9112544556.06,8271454300.60,6992393787.41,7536439875.08,7765014424.34,8300784856.88,8194150301.79
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,,159213140.00,164271590.84,168186331.27,224495789.27,255340526.75,266533659.16,282615367.46,311396000.32,295062138.07,309405316.06,335569088.72,391669449.25,493237544.35,613010958.15,703378653.35,775046377.59,799029666.59,804629876.77,951900945.20,1047924649.12,1105495368.38,1108776010.26,1165170625.66,1074373735.45,1009723326.32,1186628778.51,1344665270.69,1414951854.06,1450647019.21,1506914407.82,2133688270.32,2164292208.17,1847350611.72,1944876755.01,2091731420.69,2132081881.91,2072001066.82,2032345831.83,1985924386.91,1779523344.34,1746064718.79,1777058592.99,2051147606.74,2362501023.24,2936019525.60,3919577285.93,4346206808.54,5206444406.66,4714592492.93,5628882266.38,6764635686.79,6728208836.22,7223063169.73,6592537781.82,6166857628.62,6398744505.08,6799075418.99,7354430040.12,7889662452.17,7913680231.18
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000.00,2569444444.44,2316562500.00,2028295454.55,1681006993.01,1661018518.52,1827570586.17,1767864035.72,1645963749.83,1249061487.01,1369688498.07,1525116370.28,1605643104.73,1919008090.50,2211534585.00,2460248026.18,2834168889.42,3802566170.82,5139957784.91,4690062255.12,4794357795.07,6197766118.60,6605139933.41,7335027591.92,7468096566.71,6678178340.45,6813092065.84,7702934800.13,8271108638.40,8871026074.20,7735976272.76
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181776768.71,5015894692.97,5344014317.91,6341737193.76,6163785172.81,6735731172.80,7074657898.23,6295820481.53,6682832632.28,7180813375.51,7878508502.60,7899879086.43,7716925356.13
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,121128073.11,126396469.71,132237441.63,143255784.51,166104067.63,187300336.37,216136263.91,231706475.46,241956910.66,267732446.38,253976626.17,286537524.99,335677636.89,406479906.16,560437742.59,617321669.39,619375134.18,777435020.48,824263841.54,891775906.63,1136408814.20,962347000.99,821651918.72,765746590.62,718148959.61,762359722.70,1060911735.26,1249099130.02,1378847487.41,1352949662.75,1628427515.42,1602299862.92,1692959110.18,1233496846.33,982624324.51,1309382885.33,1465448290.34,1498950899.09,1587345950.97,1576672791.65,1491891107.96,1482437752.06,1706698099.45,2115836353.12,2259992642.29,2281482855.47,2351584608.41,2662612348.44,3323677130.04,3379258564.97,3429461495.41,3872459249.75,3873308389.30,4321655656.33,4574986536.91,4180866177.04,6031632168.17,6395472574.41,7112200725.00,7220395247.74,7574636978.66
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,84466654.08,89249986.70,94149985.97,96366652.30,107566650.63,114339048.97,134173373.79,155102984.63,150000000.00,164900000.00,186300000.00,211100000.00,235400000.00,269500000.00,312600000.00,345000000.00,386300000.00,447000000.00,475800000.00,517200000.00,613299968.00,739100032.00,785500032.00,889400000.00,985699968.00,1039500032.00,1173500032.00,1296499968.00,1415100032.00,1501500032.00,1592400000.00,1634900000.00,1679900000.00,1820359900.00,1867160100.00,2030750000.00,2695390000.00,2932827000.00,3130748000.00,3324433000.00,3480219000.00,3680483000.00,3937228000.00,4186525000.00,4484703000.00,4868136000.00,6144000000.00,6767000000.00,6980000000.00,6656000000.00,6634526000.00,6312691000.00,6378188000.00,6465756000.00,6413988000.00,6654541000.00,6899911000.00,7142316000.00,7224329000.00,7484113000.00,6842700000.00
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.00,3569000000.00,3869000000.00,4213000000.00,4238000000.00,4397000000.00,4658000000.00,4828000000.00,4949000000.00,4984000000.00,5265000000.00,5399000000.00,5610000000.00,5799000000.00,5901000000.00,6013000000.00,6060000000.00,6364000000.00,5844000000.00
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200439457.58,4466438857.55,4586114124.56,4281868714.75,4156990759.63,4186223808.95,4291159006.36,4405954638.19,4563017880.72,4708336733.47,4909498979.96,5166467298.69,5522625585.02,5935769350.77,5591623664.95
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.21,185848451.26,194948375.43,175756868.69,194773376.89,213235294.12,228705882.35,250176470.59,229750000.00,249300000.00,267800000.00,282050000.00,285380952.38,307047619.05,433954545.45,494791666.67,454440000.00,449880000.00,507080000.00,530440000.00,603200000.00,570357107.14,482000000.00,489333333.33,437631605.26,453488372.09,504651139.53,354591846.94,413799990.00,379779389.71,396582263.29,348533094.81,373573141.49,454101382.49,540874934.20,621626785.92,705406001.42,749138009.56,717530683.17,694754988.26,712667896.73,712167575.62,726131434.72,743064076.79,787814379.18,824880550.34,2379818382.99,2730971150.01,3025187923.59,3165663152.73,3432913073.24,3691384317.52,4063089191.88,4167800259.21,4127659492.02,4279840193.70,4482697336.56,4748174334.14,4787636237.24,5173760191.85,5471256594.72
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.78,191659914.38,203531927.55,216145935.94,229529912.67,243724533.17,257374455.75,271780364.84,286718279.69,306357284.57,322600009.14,331102742.19,416942436.93,507028428.24,467577432.25,710850226.53,807275808.74,498550873.04,564986059.67,590419855.12,603592656.82,699112266.84,774419569.70,733901365.94,788307213.44,876404617.66,930318705.33,1009792724.40,1038291284.50,1092392963.20,917044228.01,,,,,,,,,,,,,,,,,,,,,,,3892402684.76,3963532302.47,4048860871.41,4198485403.88,4508845348.33,4720727283.20,4942319040.70,4988441440.00
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.36,1159869245.93,1284685050.52,1707710053.15,2073234417.68,2257174480.79,2721903148.91,3680711743.77,4545674527.61,4159330369.55,4143033275.88,4544516982.18,4087725812.67,4464260488.58,4587928884.17,4052913385.83,4374128318.58,4844592066.71,5504166666.67,5542674317.06,4769860740.74
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.11,116987784.91,122906434.96,129454728.62,140032741.47,147084750.03,150603925.52,162625885.86,166952937.14,182182067.70,219878482.17,247749327.72,316650508.97,425963359.36,558589870.90,684268280.81,694552411.72,719533137.13,829239489.84,1019743927.25,1202567359.41,1235665808.57,1194122694.12,1123107276.30,1177997413.63,1141123439.67,1290228616.82,1177908191.98,1109976927.92,1182686577.23,1337024782.23,1383843860.12,1532401862.94,1636074717.86,1825763267.54,1970347720.97,2128696643.63,2090184941.47,1653160861.69,1936484565.39,1678239218.27,1652464201.00,1833279985.37,2300453634.35,2708078476.63,2980484920.17,3076305452.87,3378314599.76,3523185919.56,2870624635.68,3140508835.95,3774530615.66,3972012570.53,4190143206.26,4856963229.84,4682546863.08,4930204229.72,5353404422.08,5581371847.62,5496264766.37,4533883782.27
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,311809337.47,402178605.02,435911268.59,495097667.93,552883707.06,670362452.15,1012280614.53,1114204743.20,1163923830.36,1236016506.74,1346890071.10,1409536120.92,1547755183.21,1704370307.76,1812757917.76,2006165166.81,2012131457.27,2020583702.08,1957000000.00,2063342117.04,2151344901.31,2216974096.36,2363645403.47,2498384129.67,2817083478.35,2951822204.54,3059500000.00,3054500000.00,3106500000.00,3209500000.00,3444500000.00,3819500000.00,4217500000.00,4674000000.00,4785000000.00,4465500000.00,4530000000.00,4657500000.00,4610000000.00,4677000000.00,4696500000.00,4715000000.00,4830000000.00,4978000000.00,5086500000.00,5209000000.00,4418000000.00
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009471.57,327834680.56,342721579.82,348546952.13,371848114.75,359379856.25,375479849.81,348795303.00,329860091.94,408690163.48,434410373.76,419549425.08,465381089.98,575230234.39,648590642.94,679335901.12,594895672.33,691777758.40,960728338.94,1109374722.08,1100685844.92,1114830471.92,1295361885.92,995104305.35,1087471861.99,856890498.63,490181456.62,701307602.28,1055083945.38,932974411.92,649644826.80,779981458.92,679997997.60,768812334.80,911915970.68,870758739.41,941742152.71,850218033.62,672375927.35,669384768.87,635874002.20,1090467712.31,1253340519.53,1385810072.19,1448536630.88,1650494367.00,1885112201.85,2158496872.86,2505458705.03,2453899846.88,2578026297.16,2942546781.05,3801862611.36,4920343194.99,5015157815.73,4218723875.14,3674794530.19,3719369107.35,4085114794.22,4076578542.56,4063289449.59
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076158.48,43025199.50,45927061.46,54128377.43,64979280.41,70278594.43,76858462.83,74758504.83,79798404.03,105417891.64,112137757.24,136465324.38,146741251.46,221902017.29,264311994.11,288302907.37,272539098.44,304047838.09,340616375.34,412093133.76,542000513.61,570761166.82,537575980.84,555336145.77,494475699.86,360075380.27,449146608.32,584135559.92,692016714.32,696915430.66,1114703088.16,1156141998.33,1284766234.22,1357206995.75,1419293455.00,1698982437.76,1602760100.48,1716699913.19,1576904292.46,1547884442.26,1738100853.05,1542477308.89,1432228125.27,2197612701.10,2770082791.50,3178126491.91,3291353835.93,3469363996.37,3294093485.21,3580417066.92,4438778424.30,4820499924.25,4886533032.89,4597532029.70,4422968339.68,4063245671.29,3816022046.83,4402969225.92,4665420238.52,4495679480.97,3972728948.47
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47911119.78,57829787.23,109503546.10,127190757.96,141882254.23,141223029.38,168514513.38,189514434.24,215043969.85,244396761.92,284874919.58,322417837.16,356013395.71,398988954.97,450382327.95,508223602.38,540096397.62,589239753.61,624337145.28,870030468.63,897031250.00,1052121054.69,1226829562.50,1163362437.50,1575200390.63,1868383460.94,2271646187.50,2345294875.00,2588176054.69,2774351760.03,2886170571.70,3295011381.75,3697351596.84,4109424799.72,4379136461.83,4754175869.24,5300962659.51,5607762625.15,3742769967.43
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989527.97,,373371738.29,395794538.63,409220087.10,452328087.28,462421998.53,478058304.87,466048469.23,491689220.74,497723960.59,494004647.73,502675542.00,514267869.30,536080148.10,551230861.86,572417440.82,591122039.60,622044665.52,666072101.78,708633194.73,768873684.03,847918929.11,999105339.27,1049110684.72,1128611700.36,1239144501.78,1353632941.52,2042817162.86,2214679081.26,2430274292.29,2603540256.92,2751445573.68,3012803457.10,3324615549.09,3384385216.72
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000.00,906000000.00,927000000.00,748000000.00,897000000.00,949000000.00,1119000000.00,1373000000.00,1726000000.00,1768000000.00,1998000000.00,2398000000.00,2791614000.00,3177198100.00,3225652000.00,3227075700.00,3398419600.00,3390703400.00,3422754800.00,3319596500.00,3201187800.00
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000.00,107700000.00,116150000.00,125950000.00,134400000.00,154150000.00,190350000.00,220700000.00,241350000.00,259650000.00,274900000.00,301000000.00,311950000.00,339450000.00,409850000.00,465500000.00,505500000.00,641500000.00,735500000.00,782500000.00,795000000.00,889000000.00,915000000.00,883500000.00,864000000.00,873000000.00,891000000.00,980000000.00,1161000000.00,542600000.00,388400000.00,448100000.00,404600000.00,428764705.88,605492537.31,691590497.74,861411471.32,926422500.00,1110850000.00,886290697.67,947671969.70,834279357.80,1093574468.09,1274190311.42,1484092538.41,1793388732.29,2626380435.18,2936612021.86,3532969034.61,3875409836.07,4368398047.64,4422276621.79,4980000000.00,5145757575.76,5240606060.61,5126291450.82,3317438910.83,3591623596.03,3996247906.20,3984483762.37,2884248048.49
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,195999990.00,202999992.00,213500006.00,232749998.00,260750008.00,158994962.96,165444571.43,178297142.86,183200000.00,190205714.29,242732571.43,252842285.71,246804571.43,304339839.55,345263492.06,420986666.67,448412753.62,547535555.56,610225555.56,782496666.67,919726666.67,969046666.67,1013222222.22,1082926304.46,987143931.17,1149979285.77,1201725497.07,1131466494.01,1082403219.49,1113924130.41,1132101252.52,1167398478.35,1083037670.60,938632612.03,925030590.15,1000428393.89,869033856.32,972896267.92,893770806.08,808077223.37,870486065.88,876794723.07,825394490.16,784654423.62,915257323.40,1117113045.65,1273375020.27,1356199364.86,1611835901.91,1781455092.07,2032135246.50,2235820867.83,2333308099.46,2451625332.75,2705783272.07,3104394858.12,2732808556.84,2748180473.71,2668495742.88,2631434363.23,2841786382.19
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038699608.94,3131096089.39,3147616201.12,3158406033.52,3151910782.12,3122287932.96,3116610111.73,3127908044.69,3101787709.50,2595821708.81
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.95,123134584.47,124482748.94,129379097.89,142025069.46,150574816.30,157930041.88,163820538.87,191767436.96,188039191.32,189106554.52,201450768.37,230317908.04,271183061.36,281398668.16,378660016.27,451152449.98,507298120.68,610578523.76,700764892.70,797048028.77,694803502.72,748312283.73,658679394.91,637820620.67,864849765.06,1122265026.38,1200991825.95,1264899368.20,1233930277.05,1440711395.67,1377375030.53,1411917558.46,1278781166.72,851174350.65,1115389731.79,1007791186.20,937741468.03,967338348.66,999477510.69,914500299.10,931833302.75,991387870.12,1139754799.16,1270080250.65,1337362392.15,1460561215.44,1697565948.65,1985240986.19,2059094048.26,2142591375.85,2437982839.63,2510126699.05,1691544192.38,1894813504.53,1695825708.46,1825018190.85,2072349794.23,2220978978.17,2220307368.70,2380087758.04
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,128717410.91,139150441.31,141366534.48,156687192.06,160459970.53,163272314.83,191230747.11,242770861.58,272241005.23,264725206.95,287658184.00,240319995.60,240215763.89,225998091.18,258985597.70,290464801.11,303435517.92,352260952.91,363452787.20,399268801.67,424464089.90,461444513.67,520849551.53,604041957.92,682523857.02,796938120.18,874989895.60,1168308516.63,1227808790.67,1234014291.82,1547991317.81,1777101316.68,1781281281.58,1756215665.09,1907090813.46,2003598212.99,2158972129.00,2450364928.07,2446866404.93,2535657068.97,2315437338.09
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367087900.00,477443500.00,469506700.00,490439100.00,440764600.00,462283600.00,453805100.00,542795400.00,648492700.00,726882400.00,881827800.00,1042411500.00,1160389500.00,1395519600.00,1447307100.00,1594410900.00,1650618500.00,1615609700.00,1583876200.00,2047931700.00,1902156800.00
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.10,65966680.67,68738625.23,76482102.91,80915831.92,121181556.20,150846210.45,149560513.86,147654093.84,193307267.71,266559337.63,290142517.81,431561376.48,434188034.19,348746822.62,386699308.86,333158476.24,268626912.55,318862888.40,402774852.65,470389179.68,495404888.09,596415104.55,704329192.77,831033941.09,835592802.28,878250450.60,1001889856.91,946123275.88,997996028.65,928458205.96,912771290.61,887295267.88,825706961.24,775780697.68,1157832934.55,1511236655.52,1682350934.85,1800105589.60,1682016947.23,1766825412.77,1740830510.87,2234731973.55,2579421686.25,2477702252.80,2367113170.00,2441053175.71,2359759799.04,2114323793.98,2306843528.53,2514146887.92,2366213068.58,1875227642.47
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212353.70,46695363.16,41160658.57,45168722.70,52296836.75,55728608.97,59161545.00,75187969.92,95797533.46,115182522.12,112189468.48,138094243.35,171836793.40,207114382.55,241080708.89,218764445.78,216051495.96,213446562.57,177338801.93,225724851.69,185646209.39,220626484.22,266673126.23,284119692.49,317083373.52,690314321.37,714255460.50,755042548.06,746491692.58,785996982.49,848237108.56,803630742.53,840285264.63,814723460.08,782915402.42,687408804.63,578236035.10,487038821.61,961900106.89,1027702254.39,1054113426.71,1279704744.83,1561763437.03,1450140385.97,1543292392.55,1409694553.91,1415006238.10,1375608956.10,1229460601.92,1378176868.32,1484579844.37,1504909753.29,1670670668.59,1812529104.62,1868086274.82
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246875.54,139468114.60,140630758.59,138476239.37,132019065.03,137728155.21,190651208.00,235253171.84,264308140.29,267448513.11,306891107.26,319827058.59,357160985.33,490417389.68,406580652.33,487148993.53,501979069.27,490608657.92,521910560.52,592416703.06,539227277.63,563024383.30,620974660.23,813963830.18,924318490.76,971977088.16,1107891063.44,1513933983.22,1789333748.68,1711817181.53,1664310769.55,1865915544.12,1741809808.96,1850470042.43,1859898513.27,1596800287.16,1662998677.88,1768319144.00,1966503222.77,1981845740.71,1703698676.70
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,28071888.56,29964370.71,31856922.86,33749405.01,36193826.12,40069930.07,44405594.41,47379310.34,44910179.64,47305389.22,53233532.93,59207317.07,66062500.00,78343558.28,103216374.27,118066298.34,96905829.60,117650000.00,136300000.00,151800000.00,197938222.43,196089854.66,182206326.99,192103185.96,214381949.02,212643742.66,231638320.54,281082558.59,320093360.27,369133890.70,412086445.49,444720750.00,518559700.00,560205300.00,581269550.00,620422500.00,641660000.00,654582900.00,689140000.00,732732350.00,832072450.00,868358750.00,925197950.00,983575600.00,1051386600.00,1102564900.00,1210603750.00,1271598050.00,1351338650.00,1317309450.00,1377177100.00,1460797903.23,1522897506.08,1579411253.01,1667335060.96,1721700991.47,1789304087.79,1858529676.72,1915899786.96,1982518540.61,1636280797.08
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,170370370.37,194444444.44,183333333.33,197037037.04,251481481.48,284444444.44,340000000.00,375555555.56,429629629.63,486666666.67,579629629.63,613703703.70,674074074.07,684814814.81,713703703.70,762962962.96,788888888.89,805925925.93,877407407.41,921851851.85,932592592.59,892592592.59,900000000.00,987407407.41,1066666666.67,1135555555.56,1268319185.19,1336088814.81,1437731111.11,1401507888.89,1486758037.04,1576988407.41,1605146777.78,1664816740.74,1755130814.81,1808079888.89,1865513444.44,1996771444.44,2065127259.26,2118791555.56,1616772740.74
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.03,28084252.76,28606411.40,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022089.96,151270207.85,183170656.74,194215751.97,192564263.49,181096595.48,181359232.53,165454831.98,147573930.54,155244493.44,176709270.03,172681320.84,214727767.64,227641078.53,269116491.92,300843868.62,402868080.45,469479432.75,510598923.28,526514030.51,457679209.24,488001488.19,419933580.93,409435392.19,346431958.27,352522682.16,397611126.70,476898763.60,538668769.30,620230005.23,699157190.98,735940409.68,846797693.60,1049952233.26,1190994126.60,1284698922.23,1335538893.33,1307061543.71,1378551118.49,1483758906.61,1574599182.65,1570093229.26,1545888426.23
